X,Y,Z,Z_Dither,Bregma_AP,Bregma_DV,Bregma_ML,Mean_Int_Ch1,Mean_Int_Ch2,Mean_Int_Ch3,Mean_Int_Ch4,Hemisphere,ID,Acronym
313.8217,95.7256,194.8513,193.6488,478.7166,-1923.1408,2145.5437,18357.2258,1198.2903,0,0,Left,844,MOp6a
317.0457,95.663,194.8697,193.5689,478.2579,-1921.5742,2226.1416,38474.6212,1256.2727,0,0,Left,844,MOp6a
321.4051,96.6426,194.8549,193.3963,478.6267,-1946.0639,2335.1267,39826.6471,1292.8676,0,0,Left,945,SSpul6a
331.3295,97.4456,194.8384,193.9437,479.0402,-1966.14,2583.2368,14406.7917,600.1042,0,0,Left,625,SSpul5
329.1127,97.5143,194.8395,195.1864,479.0122,-1967.8571,2527.8167,13055.7742,909.9032,0,0,Left,945,SSpul6a
326.9032,97.5801,194.8393,195.7806,479.0172,-1969.5028,2472.5808,12453.069,810.4138,0,0,Left,945,SSpul6a
333.5559,98.4763,194.8265,195.6062,479.3366,-1991.9073,2638.8978,15934.1667,558.4167,0,0,Left,625,SSpul5
325.8119,98.702,194.8187,194.1804,479.5328,-1997.5494,2445.2975,11592.0476,789.4286,0,0,Left,945,SSpul6a
271.4599,67.7642,199.2417,197.9612,368.9564,-1224.1046,1086.4982,13360.0606,1130.9091,0,0,Left,767,MOs5
287.7338,68.4547,199.2835,199.2046,367.9118,-1241.3673,1493.3444,17091.2857,2480.1905,0,0,Left,648,MOp5
272.4611,67.8194,199.2468,199.3334,368.8306,-1225.4844,1111.5273,15592.7561,1267.6341,0,0,Left,767,MOs5
280.593,69.305,199.227,198.248,369.3249,-1262.6248,1314.8258,23531.8125,1799.5938,0,0,Left,648,MOp5
287.7775,69.5394,199.2314,200.7273,369.2147,-1268.4857,1494.4364,19181.2,3693.45,0,0,Left,648,MOp5
273.5116,68.9558,199.1983,198.7224,370.0437,-1253.896,1137.7899,18547.9355,981.2903,0,0,Left,648,MOp5
272.5081,68.9018,199.1937,200.3021,370.1575,-1252.5447,1112.7027,17563.4667,907.6444,0,0,Left,1021,MOs6a
298.2636,70.6343,199.109,199.7286,372.2752,-1295.8565,1756.59,18083.9302,1280.3721,0,0,Left,648,MOp5
277.5943,70.2429,199.1604,200.0079,370.9906,-1286.0723,1239.8578,10051.2727,842.2273,0,0,Left,648,MOp5
283.7064,70.5042,199.1781,199.3795,370.5486,-1292.6045,1392.6588,17639.675,1813.35,0,0,Left,648,MOp5
278.6572,71.3688,199.1075,199.1992,372.3127,-1314.2193,1266.4312,15878.0652,1311.587,0,0,Left,648,MOp5
293.0561,71.7659,199.1065,200.0878,372.3385,-1324.1464,1626.4014,19125.4865,3948.7838,0,0,Left,648,MOp5
286.8366,71.6776,199.1241,198.0114,371.8963,-1321.9395,1470.9145,24118.9487,1869.3846,0,0,Left,648,MOp5
285.8551,72.7262,199.0674,199.5593,373.3141,-1348.1544,1446.3786,26044.8889,1997.2222,0,0,Left,648,MOp5
274.6641,72.2463,199.0363,198.5669,374.0921,-1336.1585,1166.6033,9931.381,760,0,0,Left,844,MOp6a
280.7401,72.5364,199.0566,199.6672,373.5847,-1343.4089,1318.5021,13044.9286,1407.5714,0,0,Left,648,MOp5
287.9147,72.7811,199.068,198.7738,373.301,-1349.527,1497.867,29676.7213,2154.4918,0,0,Left,648,MOp5
284.8283,72.6937,199.0662,197.9652,373.3447,-1347.3427,1420.7072,27165.1688,1590.5714,0,0,Left,648,MOp5
293.0982,72.8501,199.055,200.394,373.6244,-1351.2522,1627.4559,27201.5814,2626.814,0,0,Left,648,MOp5
294.1831,73.9353,198.9983,199.4358,375.042,-1378.3827,1654.5773,26514.2955,2309.4318,0,0,Left,648,MOp5
286.9321,73.8315,199.0111,198.326,374.7231,-1375.7866,1473.3023,35736.8421,2022.8596,0,0,Left,648,MOp5
176.868,74.7321,196.5365,196.6053,436.5868,-1398.3019,-1278.2995,11493.25,3356.2188,0,0,Right,844,MOp6a
288.0104,74.9329,198.9543,199.4896,376.1423,-1403.3227,1500.2595,32684.3594,2542.0156,0,0,Left,648,MOp5
300.5151,74.9705,198.9096,197.4522,377.26,-1404.2635,1812.8785,15653.6364,1268.8485,0,0,Left,648,MOp5
291.1095,74.9918,198.9534,197.5024,376.1654,-1404.7958,1577.7384,26414.3023,1825.9302,0,0,Left,648,MOp5
283.9545,75.8785,198.8885,199.4559,377.7864,-1426.9617,1398.8615,16933.8182,1384.4545,0,0,Left,844,MOp6a
294.2691,76.0957,198.8928,199.6259,377.679,-1432.3925,1656.7287,26167.8627,2326.549,0,0,Left,648,MOp5
290.122,76.0509,198.8977,199.596,377.5567,-1431.2735,1553.0488,28716.4808,1769.6154,0,0,Left,648,MOp5
295.3108,76.098,198.8899,199.4104,377.7523,-1432.4489,1682.7699,26394.4,2954.7,0,0,Left,648,MOp5
301.6057,76.0418,198.8562,199.2345,378.5948,-1431.0438,1840.1427,20523.551,2006.3469,0,0,Left,648,MOp5
172.8426,78.3378,196.252,197.5167,443.7009,-1488.4438,-1378.9353,12804.1633,2489.2653,0,0,Right,844,MOp6a
288.1086,77.0784,198.838,197.5807,379.0489,-1456.9605,1502.7149,45419.9639,1695.012,0,0,Left,648,MOp5
294.3131,77.1729,198.839,200.3281,379.0249,-1459.3237,1657.827,42741.0769,1870.4308,0,0,Left,648,MOp5
295.3536,77.1765,198.8371,197.36,379.0719,-1459.4118,1683.8398,26790.9091,2216.1818,0,0,Left,648,MOp5
290.1698,77.1242,198.8405,199.3528,378.9877,-1458.1056,1554.245,25665.3111,1558.6444,0,0,Left,648,MOp5
297.4407,77.1736,198.8314,197.7819,379.2159,-1459.339,1736.0165,24914.1556,2103.6222,0,0,Left,648,MOp5
291.2504,78.2143,198.784,199.7739,380.4012,-1485.3564,1581.2589,46794.95,1853.45,0,0,Left,648,MOp5
296.4382,78.2546,198.7823,198.7522,380.4425,-1486.3649,1710.9548,39153.9565,1665.1884,0,0,Left,648,MOp5
287.1309,78.1208,198.777,198.7656,380.5756,-1483.0194,1478.2735,44156.7111,1380.6667,0,0,Left,844,MOp6a
293.32,78.2404,198.7849,199.464,380.3779,-1486.0099,1632.9996,39256.2787,1907.459,0,0,Left,648,MOp5
286.105,78.0895,198.7745,197.54,380.638,-1482.2385,1452.626,38752.403,1280.3881,0,0,Left,844,MOp6a
298.5269,78.2481,198.7775,199.9979,380.5616,-1486.2013,1763.173,35999.2456,2265.4386,0,0,Left,648,MOp5
170.8433,79.5782,196.1302,197.0284,446.744,-1519.4543,-1428.9165,8728.0455,9603.3182,0,0,Right,844,MOp6a
301.6762,78.2154,198.7652,198.4216,380.8697,-1485.385,1841.9043,19659.7778,1951.0444,0,0,Left,648,MOp5
292.3312,79.3009,198.728,200.1974,381.7996,-1512.5228,1608.2788,50866.2857,2192.6044,0,0,Left,844,MOp6a
283.0893,79.05,198.7062,199.3585,382.3456,-1506.249,1377.2328,14445.15,1053.775,0,0,Left,844,MOp6a
287.1818,79.1899,198.7175,198.0287,382.0624,-1509.7484,1479.5439,35113.7778,1154.0476,0,0,Left,844,MOp6a
298.5669,79.3269,198.7271,198.0542,381.8228,-1513.1726,1764.1727,31640.0714,2011.5357,0,0,Left,648,MOp5
294.4474,80.3945,198.6745,198.9221,383.1382,-1539.8617,1661.1839,41412.4918,2124.3934,0,0,Left,648,MOp5
299.6521,80.3989,198.6753,198.5461,383.1173,-1539.9737,1791.3032,46773.1975,4877.4444,0,0,Left,648,MOp5
293.412,80.3845,198.673,197.3839,383.1762,-1539.6125,1635.2994,42021.0392,3350.0784,0,0,Left,648,MOp5
295.4845,80.4013,198.6756,198.3754,383.1101,-1540.0337,1687.1125,34654.2034,2084.1525,0,0,Left,648,MOp5
291.3462,80.3551,198.6689,199.8327,383.2778,-1538.8781,1583.6553,33325.7757,2452.8224,0,0,Left,844,MOp6a
297.5644,80.406,198.6765,198.6177,383.0878,-1540.1509,1739.109,30746.2759,2118.8103,0,0,Left,648,MOp5
295.5287,81.4732,198.6211,199.1352,384.4734,-1566.8295,1688.2167,28721.2931,1795.6034,0,0,Left,844,MOp6a
289.3365,81.3805,198.6048,197.7303,384.8793,-1564.5125,1533.413,23512.0588,1293.1471,0,0,Left,844,MOp6a
296.5665,81.4781,198.6228,197.6317,384.4307,-1566.9525,1714.1622,27181.6,1573.5,0,0,Left,648,MOp5
285.237,81.2598,198.5919,200.0759,385.2035,-1561.4941,1430.9256,14756.7931,989.5517,0,0,Left,844,MOp6a
301.7849,81.4601,198.6243,197.8525,384.3925,-1566.5031,1844.6231,33512.963,1932.2963,0,0,Left,648,MOp5
298.6478,81.4793,198.6249,200.0263,384.3772,-1566.9823,1766.1941,41071.4839,2338.7097,0,0,Left,844,MOp6a
293.4583,81.4545,198.6166,199.9514,384.5846,-1566.3622,1636.4575,30628.9444,1508.8333,0,0,Left,844,MOp6a
303.9213,82.5149,198.5758,197.7559,385.6042,-1592.8726,1898.0332,34817.1831,1868.2958,0,0,Left,648,MOp5
289.3865,82.4472,198.5459,199.7336,386.3513,-1591.1804,1534.6622,28507.0462,1278.4769,0,0,Left,844,MOp6a
301.8217,82.538,198.5765,199.0955,385.5865,-1593.4504,1845.5414,41844.3365,1943.7788,0,0,Left,648,MOp5
294.538,82.5349,198.5634,198.1273,385.915,-1593.3727,1663.4502,40271.7471,1391.1954,0,0,Left,844,MOp6a
310.2794,82.3865,198.5561,198.8263,386.0975,-1589.6627,2056.9855,21994.8868,2974.4151,0,0,Left,648,MOp5
293.5047,82.5233,198.5602,199.8736,385.9954,-1593.0817,1637.618,39668.141,1385.0769,0,0,Left,844,MOp6a
304.9747,82.4996,198.5745,197.85,385.6377,-1592.4888,1924.3665,24200.1333,4892.6333,0,0,Left,648,MOp5
299.7308,82.5507,198.5749,198.3359,385.6264,-1593.7683,1793.2697,30350.6923,2033.0256,0,0,Left,648,MOp5
153.9705,85.0813,195.4034,196.5471,464.9146,-1657.0326,-1850.7368,12784.1111,3191,0,0,Right,844,MOp6a
312.4429,83.4187,198.5094,198.5612,387.2645,-1615.4669,2111.0718,14348.1765,1792.9706,0,0,Left,648,MOp5
303.9554,83.5942,198.5305,198.3642,386.7364,-1619.8538,1898.8849,39457.9028,2364.2222,0,0,Left,648,MOp5
299.7703,83.6243,198.5244,198.6305,386.8888,-1620.608,1794.2567,24473.6415,1688.4906,0,0,Left,844,MOp6a
289.4863,84.5783,198.4288,199.5124,389.2809,-1644.4579,1537.1572,15981.1389,1003.9722,0,0,Left,844,MOp6a
296.6959,84.6889,198.4615,199.0549,388.4617,-1647.2214,1717.3971,22759.7308,2534.9038,0,0,Left,844,MOp6a
300.8515,84.694,198.4774,199.6251,388.0662,-1647.351,1821.2879,27278.7536,1982.1014,0,0,Left,844,MOp6a
308.2063,84.6089,198.487,197.7635,387.8262,-1645.2225,2005.1566,21685.5833,2854.4167,0,0,Left,648,MOp5
313.5374,84.4801,198.4709,197.1517,388.2272,-1642.0016,2138.4359,16346.375,1652.2812,0,0,Left,648,MOp5
159.9817,86.9406,195.5369,194.1571,461.5786,-1703.5143,-1700.4568,13060.2955,4758,0,0,Right,844,MOp6a
304.0236,85.7479,198.4395,197.4201,389.0134,-1673.6973,1900.5907,29090.5636,1924.5455,0,0,Left,844,MOp6a
306.1243,85.7241,198.4446,197.2831,388.8859,-1673.102,1953.1065,24636.4444,2922.7222,0,0,Left,648,MOp5
310.3558,85.6497,198.4465,197.7896,388.8382,-1671.2418,2058.8945,21935.4848,1598.9697,0,0,Left,648,MOp5
292.6148,85.7074,198.386,197.5956,390.3499,-1672.6852,1615.3701,12840.3478,1142.9565,0,0,Left,844,MOp6a
299.8491,85.7675,198.4233,199.4294,389.4167,-1674.1883,1796.2276,31702,1425.0962,0,0,Left,844,MOp6a
297.7738,85.7629,198.4132,198.7668,389.6688,-1674.0726,1744.3451,24261.8871,1439.3548,0,0,Left,844,MOp6a
309.321,86.7539,198.4086,197.1158,389.7849,-1698.8477,2033.0242,36031.988,2083.9518,0,0,Left,648,MOp5
305.1054,86.8133,198.398,197.5082,390.0495,-1700.3316,1927.6354,24255.6923,2381.3077,0,0,Left,844,MOp6a
311.4447,86.7115,198.4094,199.6435,389.766,-1697.7868,2086.1172,23858.4884,3103.6977,0,0,Left,648,MOp5
316.8063,86.57,198.3941,197.6298,390.1487,-1694.2499,2220.1584,19752.1786,2966.8214,0,0,Left,648,MOp5
296.7816,86.824,198.3545,197.9658,391.1369,-1700.6,1719.5389,15965.3077,1504.1923,0,0,Left,844,MOp6a
307.2379,87.8656,198.3631,197.7863,390.9222,-1726.6397,1980.948,28856.0769,1662.641,0,0,Left,844,MOp6a
299.9272,87.9063,198.3227,197.0281,391.9323,-1727.6582,1798.1801,26620.2778,1329.5556,0,0,Left,844,MOp6a
306.1867,87.8779,198.3587,197.799,391.032,-1726.9474,1954.6678,33264.0588,1694.451,0,0,Left,844,MOp6a
310.4071,87.8161,198.3722,198.9778,390.6948,-1725.4037,2060.1766,30581.5484,2278.2903,0,0,Left,844,MOp6a
313.6014,87.7484,198.3738,197.1215,390.6546,-1723.7111,2140.0361,27328.1077,1495.1385,0,0,Left,648,MOp5
317.9042,87.631,198.3613,198.4421,390.9677,-1720.7738,2247.605,44781.3258,3139.6854,0,0,Left,625,SSpul5
302.0052,87.9057,198.3361,197.1623,391.5973,-1727.6413,1850.1308,19478.4348,1387.0217,0,0,Left,844,MOp6a
315.7463,87.6935,198.3699,198.1374,390.7536,-1722.3374,2193.6574,23390.6977,1385.6744,0,0,Left,625,SSpul5
310.4071,87.8161,198.3722,199.4707,390.6948,-1725.4037,2060.1766,30528.7,1709.3,0,0,Left,844,MOp6a
304.1251,88.9685,198.3029,198.7007,392.4279,-1754.2119,1903.1272,24101.2807,1633.0877,0,0,Left,844,MOp6a
314.6924,88.8096,198.3411,198.8652,391.4718,-1750.2394,2167.3094,28634.9565,1310.7826,0,0,Left,844,MOp6a
303.0822,88.9732,198.2958,197.1378,392.6055,-1754.3288,1877.0541,36123.6133,1445.12,0,0,Left,844,MOp6a
306.2177,88.9528,198.3159,197.6909,392.1034,-1753.8211,1955.4424,33294.4321,1484.1111,0,0,Left,844,MOp6a
314.7125,89.8955,198.3097,197.1952,392.257,-1777.3883,2167.8123,40777.8108,1443.1757,0,0,Left,844,MOp6a
302.0771,90.0449,198.2409,199.0783,393.9768,-1781.1227,1851.9279,32818.9474,1350.7368,0,0,Left,844,MOp6a
316.8584,89.8439,198.3097,198.767,392.2578,-1776.0974,2221.4601,38544.34,1554.22,0,0,Left,945,SSpul6a
319.0175,89.7851,198.305,198.1498,392.3739,-1774.6281,2275.4381,15241.9722,1149.1667,0,0,Left,625,SSpul5
314.7125,89.8955,198.3097,198.6179,392.257,-1777.3883,2167.8123,27414.7917,1289.4167,0,0,Left,844,MOp6a
320.1018,89.7533,198.3011,198.4313,392.4719,-1773.8314,2302.5449,25523.5397,1252.7143,0,0,Left,625,SSpul5
300.0415,91.1085,198.1744,197.5311,395.6395,-1807.7125,1801.0374,20384.4364,1065.6909,0,0,Left,844,MOp6a
310.4834,91.0546,198.2604,199.2689,393.4904,-1806.3652,2062.0855,20385.625,1572.6042,0,0,Left,844,MOp6a
316.8759,90.9316,198.2812,199.1514,392.9709,-1803.291,2221.8977,28782.1739,1591.4783,0,0,Left,945,SSpul6a
317.9526,90.9049,198.2809,197.0721,392.9771,-1802.6215,2248.8141,28428.3832,1251.0654,0,0,Left,945,SSpul6a
313.6658,91.0013,198.2751,199.5276,393.1218,-1805.033,2141.6441,17630.1163,1488.4884,0,0,Left,844,MOp6a
321.2139,91.9078,198.2512,199.5935,393.7202,-1827.6957,2330.3482,21793.3333,1186.4074,0,0,Left,945,SSpul6a
315.8214,92.0411,198.2501,197.4777,393.747,-1831.0278,2195.5346,26772.8875,1124.0625,0,0,Left,844,MOp6a
314.7526,92.0627,198.2466,197.9706,393.8341,-1831.5687,2168.8157,21449.6471,1785.3137,0,0,Left,844,MOp6a
311.5651,92.117,198.2304,199.2697,394.2409,-1832.9256,2089.1276,16951.2264,1135.7736,0,0,Left,844,MOp6a
320.1431,93.0271,198.2286,197.9796,394.2845,-1855.6767,2303.5777,25971.5373,1428.3582,0,0,Left,945,SSpul6a
322.3129,92.9696,198.2271,197.879,394.3224,-1854.24,2357.8233,22229.6327,1021.5714,0,0,Left,945,SSpul6a
322.3129,92.9696,198.2271,197.1175,394.3224,-1854.24,2357.8233,21884.3514,1061.2162,0,0,Left,945,SSpul6a
325.5956,93.9703,198.2019,197.9069,394.9518,-1879.2571,2439.8911,15944.5102,1322.3469,0,0,Left,945,SSpul6a
318.0014,94.1634,198.199,197.3287,395.0247,-1884.0838,2250.0359,12661.8571,1009.4857,0,0,Left,945,SSpul6a
272.281,61.9411,202.7688,201.6135,280.78,-1078.5266,1107.0259,11147.6,913.2333,0,0,Left,648,MOp5
278.424,64.4225,202.6985,203.9275,282.5378,-1140.5626,1260.6009,21685.94,4685.26,0,0,Left,648,MOp5
282.5051,64.5785,202.6996,202.0448,282.5105,-1144.462,1362.6281,12276,1953.0435,0,0,Left,648,MOp5
285.6325,65.7511,202.643,201.8551,283.924,-1173.777,1440.8125,16181.6596,2054.9149,0,0,Left,648,MOp5
283.6203,66.7845,202.5994,203.9347,285.0144,-1199.6125,1390.5087,42670.8571,2220.0317,0,0,Left,648,MOp5
281.5728,66.7155,202.6008,201.3867,284.9802,-1197.8875,1339.3196,31050.0909,1843.9455,0,0,Left,648,MOp5
293.9873,66.8929,202.5288,203.7575,286.7789,-1202.3224,1649.6818,13539.7308,1167,0,0,Left,648,MOp5
277.5033,66.5436,202.5945,201.4755,285.1373,-1193.5891,1237.5821,12852.44,1351.92,0,0,Left,648,MOp5
273.4678,66.3385,202.5796,201.3665,285.5111,-1188.462,1136.695,10840.5455,995.4545,0,0,Left,648,MOp5
275.4813,66.4443,202.5879,201.7164,285.3035,-1191.1063,1187.0327,10967.3462,1470.1923,0,0,Left,648,MOp5
286.7524,67.9492,202.5407,203.4037,286.4819,-1228.7312,1468.8089,29582.193,3748.4211,0,0,Left,648,MOp5
284.6934,67.8991,202.5464,202.8827,286.3388,-1227.4779,1417.3337,19990,1774.6327,0,0,Left,648,MOp5
281.6691,68.8786,202.4948,201.4022,287.631,-1251.9662,1341.7268,41323.9848,1776.3939,0,0,Left,648,MOp5
285.7684,69.01,202.4922,203.5571,287.6947,-1255.2502,1444.2096,26021.1961,1759.5098,0,0,Left,648,MOp5
274.5716,68.5531,202.4778,202.9693,288.0561,-1243.8285,1164.2898,13900.0833,914.9167,0,0,Left,648,MOp5
286.7982,69.0344,202.4896,201.439,287.7612,-1255.8588,1469.9548,19024.8696,2116.6087,0,0,Left,648,MOp5
277.6521,69.7817,202.4321,202.4237,289.1984,-1274.5428,1241.3027,15525.1489,1302.8085,0,0,Left,648,MOp5
279.6817,69.8738,202.4367,203.7993,289.0814,-1276.8453,1292.0418,17073.4792,1647.8542,0,0,Left,648,MOp5
283.7637,70.0307,202.4407,201.8312,288.9825,-1280.7671,1394.0913,25313.0328,1772.3607,0,0,Left,648,MOp5
294.1439,71.2731,202.3494,203.6428,291.2639,-1311.8263,1653.5967,33113.2388,2296.7463,0,0,Left,648,MOp5
284.8383,71.1417,202.3852,202.8139,290.3708,-1308.5426,1420.9573,16153.5455,1654.8182,0,0,Left,648,MOp5
279.7329,70.9503,202.3804,201.9294,290.4906,-1303.7576,1293.3236,21977.22,1554.62,0,0,Left,648,MOp5
292.0628,71.2717,202.3636,203.1172,290.9092,-1311.792,1601.5697,20767.8571,2809.7857,0,0,Left,648,MOp5
290.0359,72.3364,202.3214,202.0258,291.9653,-1338.4094,1550.8969,26963.9362,1937.5745,0,0,Left,648,MOp5
283.8644,72.1851,202.3287,203.108,291.7823,-1334.6287,1396.6098,22223.383,1379.8085,0,0,Left,648,MOp5
280.8023,72.0687,202.325,203.3123,291.8749,-1331.717,1320.057,17641.6341,1209.0488,0,0,Left,844,MOp6a
181.8671,72.5464,199.869,199.6988,353.2755,-1343.66,-1153.3229,8627.44,1995.52,0,0,Right,844,MOp6a
276.7969,72.9594,202.2586,203.0909,293.5344,-1353.9842,1219.922,11646.8846,941.3846,0,0,Left,844,MOp6a
283.916,73.2598,202.2713,202.5395,293.2183,-1361.4958,1397.9012,28266.0588,1522.3137,0,0,Left,648,MOp5
290.0832,73.4162,202.2676,202.5109,293.3106,-1365.4051,1552.0805,40684.3333,1631.2353,0,0,Left,648,MOp5
298.4043,73.4201,202.2225,202.5551,294.4371,-1365.5025,1760.1073,29475.5102,1841.3878,0,0,Left,648,MOp5
280.855,73.1424,202.267,203.2071,293.3259,-1358.5611,1321.3746,19315.5556,1160.75,0,0,Left,844,MOp6a
286.9921,73.3532,202.272,202.0213,293.1994,-1363.829,1474.8032,42748,1647.0893,0,0,Left,648,MOp5
290.0832,73.4162,202.2676,203.5787,293.3106,-1365.4051,1552.0805,36452.1111,1588.1944,0,0,Left,648,MOp5
301.5913,74.4624,202.1512,202.1087,296.219,-1391.5592,1839.7821,21531.45,2341.8167,0,0,Left,648,MOp5
288.0707,74.4536,202.2149,201.4659,294.6272,-1391.3401,1501.7676,31569.5424,1741.9153,0,0,Left,648,MOp5
186.8104,74.5172,200.096,199.4736,347.599,-1392.9309,-1029.7412,10269,993.6471,0,0,Right,1021,MOs6a
287.0428,74.4281,202.2151,200.7402,294.6222,-1390.702,1476.069,44174.44,1475.02,0,0,Left,648,MOp5
280.9084,74.2149,202.2082,201.34,294.7939,-1385.3725,1322.7098,16448.5517,1051.8276,0,0,Left,844,MOp6a
296.3536,74.5268,202.1904,203.5734,295.2407,-1393.1709,1708.84,26314.8367,2075.1633,0,0,Left,648,MOp5
292.2452,75.5976,202.1543,201.5237,296.1416,-1419.939,1606.1296,28846.2222,1982.2778,0,0,Left,648,MOp5
289.15,75.5505,202.1578,202.1291,296.0555,-1418.7633,1528.7488,45276,1613.5741,0,0,Left,648,MOp5
300.5755,75.5729,202.1171,201.9975,297.0718,-1419.323,1814.3882,23554.6792,2428,0,0,Left,648,MOp5
304.7893,75.4884,202.0808,202.9665,297.9793,-1417.2091,1919.7328,24325.6429,1639.8333,0,0,Left,648,MOp5
292.2452,75.5976,202.1543,203.5057,296.1416,-1419.939,1606.1296,47579.2588,1806.7176,0,0,Left,648,MOp5
288.1213,75.5276,202.1578,202.0709,296.0538,-1418.1903,1503.0313,46970.5882,1473.3333,0,0,Left,648,MOp5
309.0403,75.3627,202.0312,202.9441,299.2211,-1414.0686,2026.0087,15108.5,1846.875,0,0,Left,648,MOp5
286.1209,76.5431,202.098,202.1726,297.5509,-1443.5774,1453.0216,17149.6216,1196.4324,0,0,Left,844,MOp6a
289.2002,76.6237,202.1007,200.9806,297.4816,-1445.5929,1530.0062,50854.8293,1468.0732,0,0,Left,648,MOp5
289.2002,76.6237,202.1007,202.2682,297.4816,-1445.5929,1530.0062,33722.7188,1364.3438,0,0,Left,648,MOp5
302.7454,77.7195,202.017,200.7523,299.5749,-1472.9873,1868.6362,44742.662,1842.5775,0,0,Left,648,MOp5
297.52,77.7712,202.0381,200.8074,299.0468,-1474.2802,1738.0004,31019.7846,2059.8,0,0,Left,648,MOp5
299.6042,77.759,202.0316,200.8002,299.2091,-1473.9747,1790.1058,28150.8654,3512.8077,0,0,Left,648,MOp5
292.3403,77.7483,202.0447,200.5506,298.8834,-1473.7086,1608.5085,26995.7391,2155.6377,0,0,Left,648,MOp5
303.7968,77.701,202.0107,201.7602,299.7323,-1472.5241,1894.9189,30330.1961,2271.2745,0,0,Left,648,MOp5
288.2239,77.6709,202.042,202.2,298.9512,-1471.7724,1505.5987,42905.3333,1242,0,0,Left,844,MOp6a
285.1508,77.5798,202.037,200.9214,299.0756,-1469.4955,1428.7695,19240,1098.2,0,0,Left,844,MOp6a
296.4807,77.7729,202.0405,203.0563,298.9879,-1474.3218,1712.0172,28100.4483,1969.7241,0,0,Left,648,MOp5
287.2509,78.7124,201.9814,200.9212,300.4646,-1497.8087,1481.2725,18530.8444,1109.1778,0,0,Left,844,MOp6a
292.3885,78.8212,201.989,202.8538,300.2744,-1500.5289,1609.7135,41417.3684,1409.8246,0,0,Left,648,MOp5
296.524,78.8507,201.9892,203.0511,300.2712,-1501.2687,1713.1002,37445.7143,1507.0714,0,0,Left,648,MOp5
297.562,78.8506,201.9881,200.9189,300.2986,-1501.2646,1739.0494,36126.1333,1678.4889,0,0,Left,648,MOp5
302.8148,79.8933,201.9305,201.7713,301.7376,-1527.3322,1870.3692,25097.566,2293.9623,0,0,Left,648,MOp5
294.4993,79.9156,201.9359,203.2804,301.6035,-1527.8894,1662.4831,31223.5658,1620.9079,0,0,Left,844,MOp6a
300.7248,79.9152,201.935,200.6822,301.6259,-1527.8793,1818.1191,25385.6383,2594.617,0,0,Left,648,MOp5
290.3801,79.8569,201.9291,202.6687,301.7713,-1526.4223,1559.5034,15732.8519,1266.3333,0,0,Left,844,MOp6a
292.437,79.8924,201.933,201.9882,301.6745,-1527.3107,1610.9256,20961.4828,1205.4138,0,0,Left,844,MOp6a
305.9657,79.8417,201.9188,200.9419,302.0291,-1526.0424,1949.1436,28033.7436,3333.7949,0,0,Left,648,MOp5
295.5778,80.9957,201.8835,201.7947,302.913,-1554.8925,1689.4458,34382.0918,1650.398,0,0,Left,844,MOp6a
301.8054,80.9874,201.8875,202.2794,302.8134,-1554.6855,1845.1358,22621.6607,2243.5714,0,0,Left,648,MOp5
298.6837,81.0036,201.8874,200.5121,302.8142,-1555.0902,1767.0925,30147.7,1866.9,0,0,Left,844,MOp6a
303.8964,80.964,201.8847,202.9737,302.8816,-1554.0989,1897.4112,21033.9091,2333.2727,0,0,Left,648,MOp5
307.0493,80.9108,201.8757,200.5444,303.1081,-1552.771,1976.2334,25117.7037,4164.7222,0,0,Left,648,MOp5
304.9451,80.9486,201.8824,201.042,302.9395,-1553.7146,1923.6287,26778.0851,2177.7872,0,0,Left,648,MOp5
308.105,80.8886,201.8712,202.9388,303.2209,-1552.2145,2002.6244,34892.84,2824.46,0,0,Left,648,MOp5
313.4409,81.8465,201.8073,200.3762,304.8185,-1576.163,2136.0228,33115.254,1820.127,0,0,Left,648,MOp5
308.1323,81.9794,201.8345,201.7411,304.1382,-1579.4839,2003.308,28202.2812,4106.5938,0,0,Left,648,MOp5
296.6554,82.0738,201.8327,201.9899,304.1815,-1581.8461,1716.3862,27437.5641,1374.5385,0,0,Left,844,MOp6a
302.8852,82.0585,201.8419,200.7098,303.9529,-1581.4637,1872.1308,25096.963,2199.8704,0,0,Left,648,MOp5
294.5922,82.0579,201.827,203.0765,304.3262,-1581.4481,1664.804,28580.9184,2019.7959,0,0,Left,844,MOp6a
312.3738,81.8771,201.8146,202.8747,304.6361,-1576.9266,2109.3445,27369.2857,1724,0,0,Left,625,SSpul5
159.9294,84.0648,198.6369,197.338,384.0764,-1631.6205,-1701.7658,9487.2667,12222,0,0,Right,844,MOp6a
308.1599,83.0679,201.7973,202.4455,305.0669,-1606.6985,2003.9967,28893.8023,2534.0233,0,0,Left,648,MOp5
149.9839,84.7233,198.362,197.5293,390.9506,-1648.082,-1950.4029,11756.2059,3734.2647,0,0,Right,648,MOp5
303.9641,83.1287,201.7983,201.7759,305.0414,-1608.218,1899.1032,22987.5714,1954.8095,0,0,Left,844,MOp6a
296.6994,83.1451,201.7802,201.3557,305.4951,-1608.6287,1717.4855,25720.92,1215.76,0,0,Left,844,MOp6a
295.6683,83.1374,201.7764,200.948,305.5912,-1608.436,1691.7077,28389.1277,1433.5957,0,0,Left,844,MOp6a
302.9207,83.1383,201.797,201.5578,305.0738,-1608.4575,1873.0169,35891.8148,1915.8704,0,0,Left,844,MOp6a
